"TIPO_EVENTO";"DEPARTAMENTO";"CODIGO_DANE_DEPARTAMENTO";"MUNICIPIO";"CODIGO_DANE_MUNICIPIO";"AÑO";"MES";"EVENTO";"TIPO_LUGAR";"TIPO_AREA";"LATITUD_CABECERA";"LONGITUD_CABECERA";"SITIO";"UBICACION";"uno";"date"
"Accidente por MAP";"TOLIMA";73;"RIOBLANCO";73616;2004;10;"Accidente";"Sin informacion";"Rural";3.475556;-75.923889;"Vereda Las Palmas";"POINT (-75.923889 3.475556)";"2004-10-01";38261
"Desminado militar en operaciones";"BOYACA";15;"PISBA";15550;2007;10;"Incidente";"Sin informacion";"Rural";5.721349;-72.485944;"";"POINT (-72.485944 5.721349)";"2007-10-01";39356
"Desminado militar en operaciones";"ANTIOQUIA";5;"ITUANGO";5361;2010;4;"Incidente";"Sin informacion";"Rural";7.261389;-76.145833;"Playones";"POINT (-76.145833 7.261389)";"2010-04-01";40269
"Desminado militar en operaciones";"QUINDIO";63;"GÉNOVA";63302;2007;12;"Incidente";"Sin informacion";"Rural";4.173611;-75.79;"";"POINT (-75.79 4.173611)";"2007-12-01";39417
"Sospecha de campo minado";"NARIÑO";52;"LOS ANDES";52418;2005;3;"Incidente";"Sin informacion";"Rural";1.493975;-77.521244;"";"POINT (-77.521244 1.493975)";"2005-03-01";38412
"Desminado militar en operaciones";"HUILA";41;"COLOMBIA";41206;2013;8;"Incidente";"Sin informacion";"Rural";3.3175;-74.71944444;"Vereda Las Lajas";"POINT (-74.71944444 3.3175)";"2013-08-01";41487
"Desminado militar en operaciones";"HUILA";41;"PITALITO";41551;2009;12;"Incidente";"Sin informacion";"Rural";1.671667;-76.245833;"El Cable";"POINT (-76.245833 1.671667)";"2009-12-01";40148
"Desminado militar en operaciones";"CHOCO";27;"EL CARMEN DEL DARIEN";27150;2018;11;"Incidente";"Sin informacion";"Rural";6.921666667;-77.18222222;"CHOCOROTO";"POINT (-77.18222222 6.921666667)";"2018-11-01";43405
"Desminado militar en operaciones";"META";50;"VISTAHERMOSA";50711;2009;12;"Incidente";"Sin informacion";"Rural";2.8;-73.623611;"Vereda El Encanto";"POINT (-73.623611 2.8)";"2009-12-01";40148
"Incautaciones";"VALLE DEL CAUCA";76;"CALI";76001;2000;10;"Incidente";"Sin informacion";"Rural";3.441883;-76.520562;"";"POINT (-76.520562 3.441883)";"2000-10-01";36800
"Sospecha de campo minado";"ANTIOQUIA";5;"SONSÓN";5756;2010;6;"Incidente";"Sin informacion";"Rural";5.836216;-75.196339;"El Salado-Cuchilla San Joaquin.Camino El Salado-Capilla-Montañita";"POINT (-75.196339 5.836216)";"2010-06-01";40330
"Desminado militar en operaciones";"ANTIOQUIA";5;"SAN FRANCISCO";5652;2005;3;"Incidente";"Sin informacion";"Rural";5.965414;-75.10198;"";"POINT (-75.10198 5.965414)";"2005-03-01";38412
"Desminado militar en operaciones";"CAQUETA";18;"MONTAÑITA";18410;2009;11;"Incidente";"Sin informacion";"Rural";1.2;-75.107778;"El San Isidro";"POINT (-75.107778 1.2)";"2009-11-01";40118
"Incautaciones";"NORTE DE SANTANDER";54;"TEORAMA";54800;2007;12;"Incidente";"Sin informacion";"Rural";8.603056;-73.184444;"";"POINT (-73.184444 8.603056)";"2007-12-01";39417
"Incautaciones";"ANTIOQUIA";5;"ANORÍ";5040;2004;12;"Incidente";"Sin informacion";"Rural";7.073333;-75.147222;"";"POINT (-75.147222 7.073333)";"2004-12-01";38322
"Desminado militar en operaciones";"GUAVIARE";95;"CALAMAR";95015;2005;2;"Incidente";"Sin informacion";"Rural";1.952778;-72.504167;"";"POINT (-72.504167 1.952778)";"2005-02-01";38384
"Desminado militar en operaciones";"HUILA";41;"CAMPOALEGRE";41132;2014;2;"Incidente";"Sin informacion";"Rural";2.689444444;-75.33361111;"Area General Vereda Perdomo";"POINT (-75.33361111 2.689444444)";"2014-02-01";41671
"Desminado militar en operaciones";"NARIÑO";52;"CUMBAL";52227;2013;4;"Incidente";"Sin informacion";"Rural";1.027222222;-77.8513889;"Miraflores";"POINT (-77.8513889 1.027222222)";"2013-04-01";41365
"Desminado militar en operaciones";"TOLIMA";73;"IBAGUÉ";73001;2012;3;"Incidente";"Sin informacion";"Rural";4.335556;-75.4725;"Vereda La Tribuna";"POINT (-75.4725 4.335556)";"2012-03-01";40969
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"EL CARMEN";54245;2015;1;"Incidente";"Sin informacion";"Rural";8.603055556;-73.50555556;"Vereda Flechadero";"POINT (-73.50555556 8.603055556)";"2015-01-01";42005
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"TEORAMA";54800;2005;11;"Incidente";"Sin informacion";"Rural";8.515556;-73.2625;"";"POINT (-73.2625 8.515556)";"2005-11-01";38657
"Desminado militar en operaciones";"ANTIOQUIA";5;"ANORÍ";5040;2015;4;"Incidente";"Sin informacion";"Rural";7.403611111;-74.95444444;"El Once Cahrcon De Liberia";"POINT (-74.95444444 7.403611111)";"2015-04-01";42095
"Desminado militar en operaciones";"TOLIMA";73;"VILLARRICA";73873;2015;8;"Incidente";"Sin informacion";"Rural";3.77;-74.71138889;"Vereda Lusitania";"POINT (-74.71138889 3.77)";"2015-08-01";42217
"Incautaciones";"META";50;"VISTAHERMOSA";50711;2007;4;"Incidente";"Sin informacion";"Rural";2.951667;-73.524167;"";"POINT (-73.524167 2.951667)";"2007-04-01";39173
"Desminado militar en operaciones";"CASANARE";85;"CHÁMEZA";85015;2003;12;"Incidente";"Sin informacion";"Rural";5.262222;-72.840556;"Jordan Alto";"POINT (-72.840556 5.262222)";"2003-12-01";37956
"Accidente por MAP";"META";50;"VILLAVICENCIO";50001;2009;3;"Accidente";"Sin informacion";"Rural";4.142209444;-73.63153083;"Vereda María La Baja";"POINT (-73.63153083 4.142209444)";"2009-03-01";39873
"Desminado militar en operaciones";"NARIÑO";52;"TUMACO";52835;2018;8;"Incidente";"Sin informacion";"Rural";1.333611111;-78.57305556;"EL VALLENATO";"POINT (-78.57305556 1.333611111)";"2018-08-01";43313
"Incautaciones";"META";50;"LA MACARENA";50350;2006;1;"Incidente";"Sin informacion";"Rural";2.182506;-73.784832;"";"POINT (-73.784832 2.182506)";"2006-01-01";38718
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"TIBÚ";54810;2016;3;"Incidente";"Sin informacion";"Rural";8.635555556;-72.7025;"LA CUATRO";"POINT (-72.7025 8.635555556)";"2016-03-01";42430
"Incautaciones";"PUTUMAYO";86;"PUERTO LEGUÍZAMO";86573;2001;3;"Incidente";"Sin informacion";"Urbana";-0.193382;-74.782646;"";"POINT (-74.782646 -0.193382)";"2001-03-01";36951
"Desminado militar en operaciones";"GUAVIARE";95;"SAN JOSÉ DEL GUAVIARE";95001;2017;5;"Incidente";"Sin informacion";"Rural";2.491111111;-72.78333333;"ALPE SERRANIA";"POINT (-72.78333333 2.491111111)";"2017-05-01";42856
"Desminado militar en operaciones";"TOLIMA";73;"CHAPARRAL";73168;2012;7;"Incidente";"Sin informacion";"Rural";3.691667;-75.654167;"Vereda El Porvenir";"POINT (-75.654167 3.691667)";"2012-07-01";41091
"Desminado militar en operaciones";"CAUCA";19;"MIRANDA";19455;2013;1;"Incidente";"Sin informacion";"Rural";3.233888889;-76.2311111;"Vereda Guatemala";"POINT (-76.2311111 3.233888889)";"2013-01-01";41275
"Desminado militar en operaciones";"ANTIOQUIA";5;"TARAZÁ";5790;2009;10;"Incidente";"Sin informacion";"Rural";7.420278;-75.431944;"El Hermoso";"POINT (-75.431944 7.420278)";"2009-10-01";40087
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2011;2;"Incidente";"Sin informacion";"Rural";6.675;-71.199722;"En Filipinas";"POINT (-71.199722 6.675)";"2011-02-01";40575
"Desminado militar en operaciones";"NARIÑO";52;"TUMACO";52835;2018;5;"Incidente";"Sin informacion";"Rural";1.324722222;-78.56888889;"PLAYON";"POINT (-78.56888889 1.324722222)";"2018-05-01";43221
"Accidente por MAP";"BOYACA";15;"AQUITANIA";15047;1992;3;"Accidente";"Sin informacion";"Rural";5.521707;-72.795205;"La Vírgen";"POINT (-72.795205 5.521707)";"1992-03-01";33664
"Accidente por MAP";"ANTIOQUIA";5;"SAN CARLOS";5649;2003;5;"Accidente";"Sin informacion";"Rural";6.21597;-74.950327;"Vereda La Esperanza";"POINT (-74.950327 6.21597)";"2003-05-01";37742
"Desminado militar en operaciones";"META";50;"PUERTO RICO";50590;2004;2;"Incidente";"Sin informacion";"Rural";2.840278;-72.864722;"";"POINT (-72.864722 2.840278)";"2004-02-01";38018
"Accidente por MAP";"TOLIMA";73;"CHAPARRAL";73168;2011;10;"Accidente";"Sin informacion";"Rural";3.702222222;-75.69277778;"Sin información";"POINT (-75.69277778 3.702222222)";"2011-10-01";40817
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2014;2;"Incidente";"Sin informacion";"Rural";6.666388889;-71.0775;"Caño Seco";"POINT (-71.0775 6.666388889)";"2014-02-01";41671
"Sospecha de campo minado";"BOLIVAR";13;"EL CARMEN DE BOLÍVAR";13244;2014;2;"Incidente";"Campo";"Rural";9.71634;-75.08107;"";"POINT (-75.08107 9.71634)";"2014-02-01";41671
"Desminado militar en operaciones";"ANTIOQUIA";5;"YARUMAL";5887;2017;5;"Incidente";"Sin informacion";"Rural";6.978055556;-75.55027778;"ESPIRITU SANTO";"POINT (-75.55027778 6.978055556)";"2017-05-01";42856
"Accidente por MAP";"ANTIOQUIA";5;"TARAZÁ";5790;2005;7;"Accidente";"Sin informacion";"Rural";7.582546;-75.400212;"Vereda El Guamairo";"POINT (-75.400212 7.582546)";"2005-07-01";38534
"Accidente por MAP";"CHOCO";27;"NÓVITA";27491;2017;8;"Accidente";"Campamentos ilegales";"Rural";4.985833333;-76.41916667;"JUNTAS DE TAMANA";"POINT (-76.41916667 4.985833333)";"2017-08-01";42948
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"CONVENCIÓN";54206;2019;4;"Incidente";"Sin informacion";"Rural";8.663611111;-73.30694444;"MAIZITOS";"POINT (-73.30694444 8.663611111)";"2019-04-01";43556
"Desminado militar en operaciones";"META";50;"URIBE";50370;2013;2;"Incidente";"Sin informacion";"Rural";2.908611111;-74.3036111;"Vereda La Siria";"POINT (-74.3036111 2.908611111)";"2013-02-01";41306
"Desminado militar en operaciones";"CAQUETA";18;"MORELIA";18479;2003;5;"Incidente";"Sin informacion";"Rural";1.490351;-75.728498;"";"POINT (-75.728498 1.490351)";"2003-05-01";37742
"Desminado militar en operaciones";"META";50;"SAN JUAN DE ARAMA";50683;2010;4;"Incidente";"Sin informacion";"Rural";3.238889;-73.923889;"Las Bocas Del Rio Sanza";"POINT (-73.923889 3.238889)";"2010-04-01";40269
"Incautaciones";"PUTUMAYO";86;"VALLE DEL GUAMUEZ";86865;2001;7;"Incidente";"Sin informacion";"Rural";0.424591;-76.905657;"";"POINT (-76.905657 0.424591)";"2001-07-01";37073
"Desminado militar en operaciones";"META";50;"MESETAS";50330;2013;8;"Incidente";"Sin informacion";"Rural";3.264166667;-74.19611111;"Sector El Piñal";"POINT (-74.19611111 3.264166667)";"2013-08-01";41487
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2013;3;"Incidente";"Sin informacion";"Rural";6.84;-71.4511111;"Vereda La Victoria";"POINT (-71.4511111 6.84)";"2013-03-01";41334
"Desminado militar en operaciones";"AMAZONAS";91;"LA CHORRERA";91405;2014;9;"Incidente";"Sin informacion";"Rural";-1.441666667;-72.80222222;"Comunidad Vegssan";"POINT (-72.80222222 -1.441666667)";"2014-09-01";41883
"Sospecha de campo minado";"ANTIOQUIA";5;"NARIÑO";5483;2013;9;"Incidente";"Caminos";"Rural";5.52143;-75.19075;"El Morro";"POINT (-75.19075 5.52143)";"2013-09-01";41518
"Desminado militar en operaciones";"CAQUETA";18;"MILÁN";18460;2005;1;"Incidente";"Sin informacion";"Rural";1.2924;-75.51146;"";"POINT (-75.51146 1.2924)";"2005-01-01";38353
"Desminado militar en operaciones";"BOLIVAR";13;"ARENAL";13042;2014;12;"Incidente";"Sin informacion";"Rural";8.329722222;-74.1625;"Sector Mina Proyecto";"POINT (-74.1625 8.329722222)";"2014-12-01";41974
"Desminado militar en operaciones";"META";50;"LA MACARENA";50350;2015;2;"Incidente";"Sin informacion";"Rural";1.978888889;-74.12527778;"Vereda Yari";"POINT (-74.12527778 1.978888889)";"2015-02-01";42036
"Desminado militar en operaciones";"CAQUETA";18;"MONTAÑITA";18410;2004;11;"Incidente";"Sin informacion";"Rural";1.481396;-75.440068;"";"POINT (-75.440068 1.481396)";"2004-11-01";38292
"Desminado militar en operaciones";"ANTIOQUIA";5;"YARUMAL";5887;2015;1;"Incidente";"Sin informacion";"Rural";7.046944444;-75.59416667;"Sector La Quiebra Vda El Cedral";"POINT (-75.59416667 7.046944444)";"2015-01-01";42005
"Desminado militar en operaciones";"PUTUMAYO";86;"PUERTO LEGUÍZAMO";86573;2014;4;"Incidente";"Sin informacion";"Rural";0.049722222;-75.63361111;"La Concepción";"POINT (-75.63361111 0.049722222)";"2014-04-01";41730
"Desminado militar en operaciones";"TOLIMA";73;"PLANADAS";73555;2011;10;"Incidente";"Sin informacion";"Rural";3.071389;-75.842222;"Aguas Blancas";"POINT (-75.842222 3.071389)";"2011-10-01";40817
"Desminado militar en operaciones";"BOLIVAR";13;"NOROSÍ";13490;2014;2;"Incidente";"Sin informacion";"Rural";8.386388889;-74.1875;"Juan Martin";"POINT (-74.1875 8.386388889)";"2014-02-01";41671
"Desminado militar en operaciones";"META";50;"EL CASTILLO";50251;2014;7;"Incidente";"Sin informacion";"Rural";3.608055556;-73.94805556;"La Esmeralda";"POINT (-73.94805556 3.608055556)";"2014-07-01";41821
"Accidente por MAP";"HUILA";41;"COLOMBIA";41206;2009;4;"Accidente";"Campamentos ilegales";"Rural";3.263888889;-74.70972222;"Vereda El Playón";"POINT (-74.70972222 3.263888889)";"2009-04-01";39904
"Desminado militar en operaciones";"CAUCA";19;"EL TAMBO";19256;2004;5;"Incidente";"Sin informacion";"Rural";2.469444;-76.727778;"";"POINT (-76.727778 2.469444)";"2004-05-01";38108
"Desminado militar en operaciones";"PUTUMAYO";86;"PUERTO LEGUÍZAMO";86573;2014;12;"Incidente";"Sin informacion";"Rural";0.3140833333;-76.00144444;"Área General Piñuña Negro";"POINT (-76.00144444 0.3140833333)";"2014-12-01";41974
"Incautaciones";"SUCRE";70;"OVEJAS";70508;1995;4;"Incidente";"Sin informacion";"Rural";9.517463;-75.229197;"";"POINT (-75.229197 9.517463)";"1995-04-01";34790
"Desminado militar en operaciones";"VALLE DEL CAUCA";76;"FLORIDA";76275;2011;5;"Incidente";"Sin informacion";"Rural";3.306667;-76.210556;"Veredala Esmeralda";"POINT (-76.210556 3.306667)";"2011-05-01";40664
"Desminado militar en operaciones";"ARAUCA";81;"FORTUL";81300;2012;2;"Incidente";"Sin informacion";"Rural";6.721389;-71.695;"Alto Caranal";"POINT (-71.695 6.721389)";"2012-02-01";40940
"Desminado militar en operaciones";"META";50;"LA MACARENA";50350;2015;8;"Incidente";"Sin informacion";"Rural";2.515277778;-74.63611111;"Vereda Brisas Del Losada";"POINT (-74.63611111 2.515277778)";"2015-08-01";42217
"Desminado militar en operaciones";"CAUCA";19;"SUÁREZ";19780;2011;12;"Incidente";"Sin informacion";"Rural";2.911111;-76.691667;"Corregimiento La Loma";"POINT (-76.691667 2.911111)";"2011-12-01";40878
"Desminado militar en operaciones";"HUILA";41;"BARAYA";41078;2012;6;"Incidente";"Sin informacion";"Rural";3.038611;-74.853611;"Vereda Rio Negro";"POINT (-74.853611 3.038611)";"2012-06-01";41061
"Desminado militar en operaciones";"VAUPES";97;"CARURÚ";97161;2014;11;"Incidente";"Sin informacion";"Rural";1.003055556;-71.2975;"La Bolsa";"POINT (-71.2975 1.003055556)";"2014-11-01";41944
"Desminado militar en operaciones";"TOLIMA";73;"PLANADAS";73555;2009;11;"Incidente";"Sin informacion";"Rural";3.177778;-75.805278;"El Siquila";"POINT (-75.805278 3.177778)";"2009-11-01";40118
"Desminado militar en operaciones";"CAQUETA";18;"VALPARAÍSO";18860;2003;7;"Incidente";"Sin informacion";"Rural";1.19904;-75.710424;"";"POINT (-75.710424 1.19904)";"2003-07-01";37803
"Desminado militar en operaciones";"CAUCA";19;"PATÍA";19532;2011;9;"Incidente";"Sin informacion";"Rural";2.227778;-77.035556;"Vereda La Cadena";"POINT (-77.035556 2.227778)";"2011-09-01";40787
"Accidente por MAP";"TOLIMA";73;"DOLORES";73236;2004;5;"Accidente";"Sin informacion";"Rural";3.701944;-74.662222;"Cuchilla Altamizal";"POINT (-74.662222 3.701944)";"2004-05-01";38108
"Desminado militar en operaciones";"TOLIMA";73;"RIOBLANCO";73616;2011;12;"Incidente";"Sin informacion";"Rural";3.439167;-75.844444;"Rio Negro";"POINT (-75.844444 3.439167)";"2011-12-01";40878
"Desminado militar en operaciones";"TOLIMA";73;"PLANADAS";73555;2011;1;"Incidente";"Sin informacion";"Rural";3.001389;-75.794722;"La Vereda La Hacienda";"POINT (-75.794722 3.001389)";"2011-01-01";40544
"Incautaciones";"PUTUMAYO";86;"PUERTO GUZMÁN";86571;2007;6;"Incidente";"Sin informacion";"Rural";0.981944;-76.095556;"";"POINT (-76.095556 0.981944)";"2007-06-01";39234
"Desminado militar en operaciones";"ANTIOQUIA";5;"TARAZÁ";5790;2010;10;"Incidente";"Sin informacion";"Rural";7.443056;-75.432222;"La Quebrada Las Minas";"POINT (-75.432222 7.443056)";"2010-10-01";40452
"Incautaciones";"ANTIOQUIA";5;"ARGELIA";5055;2005;2;"Incidente";"Sin informacion";"Rural";5.731577;-75.1416;"";"POINT (-75.1416 5.731577)";"2005-02-01";38384
"Desminado militar en operaciones";"META";50;"URIBE";50370;2012;8;"Incidente";"Sin informacion";"Rural";3.070833;-74.786111;"Vereda La Libertad";"POINT (-74.786111 3.070833)";"2012-08-01";41122
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"EL TARRA";54250;2013;6;"Incidente";"Sin informacion";"Rural";8.616388889;-73.02666667;"Vda. Mirador";"POINT (-73.02666667 8.616388889)";"2013-06-01";41426
"Desminado militar en operaciones";"PUTUMAYO";86;"ORITO";86320;2010;8;"Incidente";"Sin informacion";"Rural";0.661389;-76.886944;"La Vereda Nuevo Vergel";"POINT (-76.886944 0.661389)";"2010-08-01";40391
"Desminado militar en operaciones";"META";50;"MESETAS";50330;2015;1;"Incidente";"Sin informacion";"Rural";2.9875;-74.16333333;"Vereda La Frontera";"POINT (-74.16333333 2.9875)";"2015-01-01";42005
"Incautaciones";"META";50;"VISTAHERMOSA";50711;2005;2;"Incidente";"Sin informacion";"Rural";3.125088;-73.752373;"";"POINT (-73.752373 3.125088)";"2005-02-01";38384
"Desminado militar en operaciones";"META";50;"URIBE";50370;2016;3;"Incidente";"Sin informacion";"Rural";2.880555556;-74.18638889;"LA PISTA";"POINT (-74.18638889 2.880555556)";"2016-03-01";42430
"Desminado militar en operaciones";"CAQUETA";18;"SAN VICENTE DEL CAGUÁN";18753;2004;5;"Incidente";"Sin informacion";"Rural";2.120008;-74.768227;"La Sombra";"POINT (-74.768227 2.120008)";"2004-05-01";38108
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2015;1;"Incidente";"Sin informacion";"Rural";6.644444444;-71.04583333;"Caño Azul";"POINT (-71.04583333 6.644444444)";"2015-01-01";42005
"Desminado militar en operaciones";"ANTIOQUIA";5;"SAN CARLOS";5649;2009;6;"Incidente";"Sin informacion";"Rural";6.166944;-74.923611;"El Patio Bonito";"POINT (-74.923611 6.166944)";"2009-06-01";39965
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"EL TARRA";54250;2002;5;"Incidente";"Sin informacion";"Rural";8.584998;-73.088548;"";"POINT (-73.088548 8.584998)";"2002-05-01";37377
"Accidente por MAP";"ANTIOQUIA";5;"ANGOSTURA";5038;2011;5;"Accidente";"Sin informacion";"Rural";6.885866;-75.335458;"";"POINT (-75.335458 6.885866)";"2011-05-01";40664
"Desminado militar en operaciones";"NARIÑO";52;"TUMACO";52835;2018;11;"Incidente";"Sin informacion";"Rural";1.273333333;-78.63694444;"BRISAS";"POINT (-78.63694444 1.273333333)";"2018-11-01";43405
"Desminado militar en operaciones";"META";50;"LA MACARENA";50350;2010;7;"Incidente";"Sin informacion";"Rural";1.724167;-74.211944;"La Vereda El Jardin";"POINT (-74.211944 1.724167)";"2010-07-01";40360
"Incautaciones";"TOLIMA";73;"COYAIMA";73217;2007;7;"Incidente";"Sin informacion";"Rural";3.673889;-75.218056;"";"POINT (-75.218056 3.673889)";"2007-07-01";39264
"Accidente por MAP";"BOLIVAR";13;"EL CARMEN DE BOLÍVAR";13244;2006;3;"Accidente";"Sin informacion";"Rural";9.685015;-75.122094;"La Romana";"POINT (-75.122094 9.685015)";"2006-03-01";38777
"Accidente por MAP";"ANTIOQUIA";5;"CÁCERES";5120;2009;7;"Accidente";"Sendero";"Rural";7.437222222;-75.19916667;"Cerro Alto Dolores";"POINT (-75.19916667 7.437222222)";"2009-07-01";39995
"Desminado militar en operaciones";"CALDAS";17;"MARULANDA";17446;2006;9;"Incidente";"Sin informacion";"Rural";5.284208;-75.260392;"";"POINT (-75.260392 5.284208)";"2006-09-01";38961
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"EL CARMEN";54245;2003;7;"Incidente";"Sin informacion";"Rural";8.575278;-73.468056;"";"POINT (-73.468056 8.575278)";"2003-07-01";37803
"Desminado militar en operaciones";"CALDAS";17;"SAMANÁ";17662;2006;6;"Incidente";"Sin informacion";"Rural";5.411801;-74.989572;"";"POINT (-74.989572 5.411801)";"2006-06-01";38869
"Desminado militar en operaciones";"NARIÑO";52;"MALLAMA";52435;2016;11;"Incidente";"Sin informacion";"Rural";1.178055556;-77.91805556;"SAN MIGUEL";"POINT (-77.91805556 1.178055556)";"2016-11-01";42675
"Accidente por MUSE";"CESAR";20;"EL COPEY";20238;1998;7;"Accidente";"Sin informacion";"Urbana";10.151103;-73.960141;"Vereda El Ubito";"POINT (-73.960141 10.151103)";"1998-07-01";35977
"Desminado militar en operaciones";"TOLIMA";73;"PLANADAS";73555;2007;4;"Incidente";"Sin informacion";"Rural";2.980555556;-75.75138889;"Vereda La Hacienda";"POINT (-75.75138889 2.980555556)";"2007-04-01";39173
"Accidente por MAP";"CORDOBA";23;"MONTELÍBANO";23466;2007;4;"Accidente";"Sin informacion";"Rural";7.975145;-75.41829;"Sin información";"POINT (-75.41829 7.975145)";"2007-04-01";39173
"Desminado militar en operaciones";"ARAUCA";81;"FORTUL";81300;2016;7;"Incidente";"Sin informacion";"Rural";6.783888889;-71.77611111;"ROSA BLANCA";"POINT (-71.77611111 6.783888889)";"2016-07-01";42552
